User-ID,ISBN,Predicted-Rating,Actual-Rating,Rating Difference,Difference Direction,,,,,,
35487,381350087X,7.625,3,4.625,-1,,Actual/Perdicted,High,Low,,RSME
237070,038529929X,6.975,3,3.975,-1,,High,119,33,,1.851416998
87549,373483449,6.975,3,3.975,-1,,Low,32,16,,
81406,3442353947,7.25,4,3.25,-1,,,,,200,
107523,451169530,7.725,4,3.725,-1,,,,,,
196298,354860028X,7.575,5,2.575,-1,,,,,,
156971,2070376451,7.55,5,2.55,-1,,,,,,
158295,515131741,7.6,5,2.6,-1,,,,,,
48494,399139605,7.925,5,2.925,-1,,,,,,
76499,688038867,8,5,3,-1,,,,,,
236251,140445617,7.4,5,2.4,-1,,,,,,
229921,61093327,7.75,5,2.75,-1,,,,,,
243942,044022103X,7.375,5,2.375,-1,,,,,,
237411,380787067,6.875,5,1.875,-1,,,,,,
63765,747547238,7.725,5,2.725,-1,,,,,,
189835,486265145,6.825,5,1.825,-1,,,,,,
69405,316171638,7.75,5,2.75,-1,,,,,,
16795,451201744,7.425,5,2.425,-1,,,,,,
153662,084235025X,8.525,5,3.525,-1,,,,,,
104414,679440798,7.85,5,2.85,-1,,,,,,
132498,880781000X,8.075,5,3.075,-1,,,,,,
200772,038533530X,7.05,5,2.05,-1,,,,,,
138425,451628233,7.95,5,2.95,-1,,,,,,
264082,440122457,6.975,5,1.975,-1,,,,,,
186899,836218051,7.475,5,2.475,-1,,,,,,
55824,312967659,7.825,5,2.825,-1,,,,,,
166825,373056095,7.325,5,2.325,-1,,,,,,
196298,354860028X,7.575,5,2.575,-1,,,,,,
267596,553273701,7.65,5,2.65,-1,,,,,,
73003,399150897,7.7,5,2.7,-1,,,,,,
78573,61054143,8.225,5,3.225,-1,,,,,,
165319,452282152,7.125,6,1.125,-1,,,,,,
262102,3426618230,6.775,6,0.775,-1,,,,,,
210485,140293248,7.45,6,1.45,-1,,,,,,
8890,2742722629,7.175,6,1.175,-1,,,,,,
80810,553278274,7.075,6,1.075,-1,,,,,,
239630,2038700656,7.725,6,1.725,-1,,,,,,
139480,2038711038,8.15,6,2.15,-1,,,,,,
140357,399137378,7.725,6,1.725,-1,,,,,,
11676,446671487,7.875,6,1.875,-1,,,,,,
251843,312989377,7.05,6,1.05,-1,,,,,,
251843,312989377,7.05,6,1.05,-1,,,,,,
235105,345457587,7.6,6,1.6,-1,,,,,,
270666,425167801,7.65,6,1.65,-1,,,,,,
94985,451174747,7.325,6,1.325,-1,,,,,,
252843,042516232X,7.3,6,1.3,-1,,,,,,
238699,441009077,7.35,6,1.35,-1,,,,,,
156269,874831377,7.7,6,1.7,-1,,,,,,
94529,875792987,7.55,7,0.55,-1,,,,,,
208605,006099486X,7.25,7,0.25,-1,,,,,,
119488,60177012,7.975,7,0.975,-1,,,,,,
11676,374523193,7.625,7,0.625,-1,,,,,,
153361,380700972,8.5,7,1.5,-1,,,,,,
162001,1877135100,8,7,1,-1,,,,,,
54898,039914255X,7.75,7,0.75,-1,,,,,,
92696,312155867,7.375,7,0.375,-1,,,,,,
82145,881501964,7.5,7,0.5,-1,,,,,,
92156,140092323,7.425,7,0.425,-1,,,,,,
147420,1419106899,7.5,7,0.5,-1,,,,,,
56066,671758896,8.15,7,1.15,-1,,,,,,
88677,821717162,7.825,7,0.825,-1,,,,,,
125596,3442451426,7.5,7,0.5,-1,,,,,,
177432,451626370,7.425,7,0.425,-1,,,,,,
225449,446613851,7.575,7,0.575,-1,,,,,,
65233,452283086,7.65,7,0.65,-1,,,,,,
105503,553584634,7.85,7,0.85,-1,,,,,,
261015,1586420410,7.725,7,0.725,-1,,,,,,
94985,451526236,7.25,7,0.25,-1,,,,,,
30276,373834608,6.925,7,0.075,1,,,,,,
101620,440236673,7.35,7,0.35,-1,,,,,,
78573,590420275,7.8,7,0.8,-1,,,,,,
30276,451200373,7.2,7,0.2,-1,,,,,,
138138,671002597,8,7,1,-1,,,,,,
185441,1555912400,7.1,7,0.1,-1,,,,,,
200226,140254544,7.125,7,0.125,-1,,,,,,
124310,671786601,7.575,7,0.575,-1,,,,,,
69378,140125949,7.7,7,0.7,-1,,,,,,
84727,394854462,8.1,7,1.1,-1,,,,,,
110076,393022358,8.375,7,1.375,-1,,,,,,
209464,058254159X,7.375,7,0.375,-1,,,,,,
26231,1558745041,8.05,7,1.05,-1,,,,,,
12333,044023722X,7.65,7,0.65,-1,,,,,,
60114,60172096,7.075,7,0.075,-1,,,,,,
14888,042518109X,7.575,7,0.575,-1,,,,,,
167442,038071972X,7.325,7,0.325,-1,,,,,,
102210,312973055,7.425,7,0.425,-1,,,,,,
32627,764501836,7.4,7,0.4,-1,,,,,,
105503,553584634,7.85,7,0.85,-1,,,,,,
205554,590849131,7.975,7,0.975,-1,,,,,,
80810,553579606,7.075,8,0.925,1,,,,,,
103445,821733931,7.9,8,0.1,1,,,,,,
148934,671656767,7.725,8,0.275,1,,,,,,
83743,572022972,7.925,8,0.075,1,,,,,,
167813,1400032016,7.65,8,0.35,1,,,,,,
133418,262111152,7.75,8,0.25,1,,,,,,
233923,080410753X,7.575,8,0.425,1,,,,,,
68767,553573268,8.05,8,0.05,-1,,,,,,
244994,330487612,7.025,8,0.975,1,,,,,,
125808,312306326,7.325,8,0.675,1,,,,,,
68555,1558745017,8.175,8,0.175,-1,,,,,,
219597,452283205,7.55,8,0.45,1,,,,,,
14422,786866772,7.425,8,0.575,1,,,,,,
130469,553295772,8.025,8,0.025,-1,,,,,,
11676,441010466,7.8,8,0.2,1,,,,,,
143175,787103012,7.675,8,0.325,1,,,,,,
115003,1582343047,7.9,8,0.1,1,,,,,,
86243,446670634,7.65,8,0.35,1,,,,,,
134483,156787334,7.7,8,0.3,1,,,,,,
83431,60989157,7.825,8,0.175,1,,,,,,
8454,316782653,7.525,8,0.475,1,,,,,,
129008,375726241,7.85,8,0.15,1,,,,,,
265889,1551669293,7.45,8,0.55,1,,,,,,
152946,312274920,8.325,8,0.325,-1,,,,,,
75819,684852624,7.975,8,0.025,1,,,,,,
231393,684846608,7.8,8,0.2,1,,,,,,
116669,708840345,8.175,8,0.175,-1,,,,,,
162095,451088816,8.05,8,0.05,-1,,,,,,
30735,553578308,7.175,8,0.825,1,,,,,,
68568,1578561256,8.175,8,0.175,-1,,,,,,
241666,312914857,7.925,8,0.075,1,,,,,,
23652,425180638,7.4,8,0.6,1,,,,,,
1733,517077744,7.775,8,0.225,1,,,,,,
121606,312195516,7.55,8,0.45,1,,,,,,
